date,event_name,page_path,event_count,users
2026-01-09,scroll,/services/seo-digital-marketing,27,22
2026-01-09,page_view,/services/school-management-system,53,45
2026-01-09,scroll,/services/school-management-system,26,21
2026-01-09,page_view,/services/law-firm-management-system,25,16
2026-01-09,scroll,/services/law-firm-management-system,10,6
2026-01-09,page_view,/portfolio,49,38
2026-01-09,scroll,/portfolio,29,24
2026-01-09,page_view,/blog/website-cost-nepal,37,31
2026-01-09,scroll,/blog/website-cost-nepal,21,17
2026-01-09,page_view,/contact,26,21
2026-01-09,scroll,/contact,12,6
2026-01-09,page_view,/about,14,12
2026-01-09,scroll,/about,7,6
2026-01-10,page_view,/,92,70
2026-01-10,scroll,/,36,25
2026-01-10,page_view,/services/business-website,69,43
2026-01-10,scroll,/services/business-website,31,20
2026-01-10,page_view,/services/ecommerce-store,72,41
2026-01-10,scroll,/services/ecommerce-store,35,31
2026-01-10,page_view,/services/seo-digital-marketing,40,23
2026-01-10,scroll,/services/seo-digital-marketing,14,8
2026-01-10,page_view,/services/school-management-system,24,15
2026-01-10,scroll,/services/school-management-system,13,8
2026-01-10,page_view,/services/law-firm-management-system,12,10
2026-01-10,scroll,/services/law-firm-management-system,6,3
2026-01-10,page_view,/portfolio,24,15
2026-01-10,scroll,/portfolio,9,6
2026-01-10,page_view,/blog/website-cost-nepal,30,21
2026-01-10,scroll,/blog/website-cost-nepal,13,10
2026-01-10,page_view,/contact,9,7
2026-01-10,scroll,/contact,3,1
2026-01-10,page_view,/about,7,4
2026-01-10,scroll,/about,2,1
2026-01-11,page_view,/,100,76
2026-01-11,scroll,/,46,33
2026-01-11,page_view,/services/business-website,66,42
2026-01-11,scroll,/services/business-website,35,22
2026-01-11,page_view,/services/ecommerce-store,35,26
2026-01-11,scroll,/services/ecommerce-store,18,11
2026-01-11,page_view,/services/seo-digital-marketing,30,18
2026-01-11,scroll,/services/seo-digital-marketing,14,12
2026-01-11,page_view,/services/school-management-system,26,15
2026-01-11,scroll,/services/school-management-system,14,9
2026-01-11,page_view,/services/law-firm-management-system,27,19
2026-01-11,scroll,/services/law-firm-management-system,16,9
2026-01-11,page_view,/portfolio,45,27
2026-01-11,scroll,/portfolio,27,24
2026-01-11,page_view,/blog/website-cost-nepal,43,37
2026-01-11,scroll,/blog/website-cost-nepal,28,16
2026-01-11,page_view,/contact,14,9
2026-01-11,scroll,/contact,5,3
2026-01-11,page_view,/about,7,4
2026-01-11,scroll,/about,2,1
2026-01-12,page_view,/,120,103
2026-01-12,scroll,/,66,59
2026-01-12,page_view,/services/business-website,96,59
2026-01-12,scroll,/services/business-website,44,36
2026-01-12,page_view,/services/ecommerce-store,64,51
2026-01-12,scroll,/services/ecommerce-store,32,28
2026-01-12,page_view,/services/seo-digital-marketing,97,56
2026-01-12,scroll,/services/seo-digital-marketing,40,29
2026-01-12,page_view,/services/school-management-system,27,19
2026-01-12,scroll,/services/school-management-system,17,13
2026-01-12,page_view,/services/law-firm-management-system,29,17
2026-01-12,scroll,/services/law-firm-management-system,14,11
2026-01-12,page_view,/portfolio,50,35
2026-01-12,scroll,/portfolio,20,11
2026-01-12,page_view,/blog/website-cost-nepal,39,31
2026-01-12,scroll,/blog/website-cost-nepal,22,15
2026-01-12,page_view,/contact,28,19
2026-01-12,scroll,/contact,10,6
2026-01-12,page_view,/about,14,10
2026-01-12,scroll,/about,5,4
2026-01-13,page_view,/,167,145
2026-01-13,scroll,/,80,47
2026-01-13,whatsapp_click,/,1,1
2026-01-13,page_view,/services/business-website,96,82
2026-01-13,scroll,/services/business-website,49,36
2026-01-13,whatsapp_click,/services/business-website,1,1
2026-01-13,page_view,/services/ecommerce-store,50,39
2026-01-13,scroll,/services/ecommerce-store,31,18
2026-01-13,page_view,/services/seo-digital-marketing,58,39
2026-01-13,scroll,/services/seo-digital-marketing,28,20
2026-01-13,page_view,/services/school-management-system,49,27
2026-01-13,scroll,/services/school-management-system,30,24
2026-01-13,page_view,/services/law-firm-management-system,27,21
2026-01-13,scroll,/services/law-firm-management-system,11,6
2026-01-13,page_view,/portfolio,54,32
2026-01-13,scroll,/portfolio,24,20
2026-01-13,page_view,/blog/website-cost-nepal,27,20
2026-01-13,scroll,/blog/website-cost-nepal,16,9
2026-01-13,page_view,/contact,24,20
2026-01-13,scroll,/contact,8,6
2026-01-13,page_view,/about,8,6
2026-01-13,scroll,/about,2,1
2026-01-14,page_view,/,99,84
2026-01-14,scroll,/,45,27
2026-01-14,page_view,/services/business-website,140,115
2026-01-14,scroll,/services/business-website,67,45
2026-01-14,form_submit,/services/business-website,1,1
2026-01-14,whatsapp_click,/services/business-website,1,1
2026-01-14,page_view,/services/ecommerce-store,62,46
2026-01-14,scroll,/services/ecommerce-store,28,24
2026-01-14,page_view,/services/seo-digital-marketing,47,25
2026-01-14,scroll,/services/seo-digital-marketing,26,22
2026-01-14,page_view,/services/school-management-system,34,20
2026-01-14,scroll,/services/school-management-system,15,11
2026-01-14,page_view,/services/law-firm-management-system,30,25
2026-01-14,scroll,/services/law-firm-management-system,15,9
2026-01-14,page_view,/portfolio,47,35
2026-01-14,scroll,/portfolio,20,14
2026-01-14,page_view,/blog/website-cost-nepal,34,26
2026-01-14,scroll,/blog/website-cost-nepal,14,12
2026-01-14,page_view,/contact,18,15
2026-01-14,scroll,/contact,6,4
2026-01-14,page_view,/about,14,11
2026-01-14,scroll,/about,6,4
2026-01-15,page_view,/,123,76
2026-01-15,scroll,/,39,29
2026-01-15,page_view,/services/business-website,80,49
2026-01-15,scroll,/services/business-website,37,29
2026-01-15,page_view,/services/ecommerce-store,71,48
2026-01-15,scroll,/services/ecommerce-store,33,19
2026-01-15,page_view,/services/seo-digital-marketing,59,48
2026-01-15,scroll,/services/seo-digital-marketing,30,19
2026-01-15,page_view,/services/school-management-system,36,26
2026-01-15,scroll,/services/school-management-system,16,14
2026-01-15,page_view,/services/law-firm-management-system,15,12
2026-01-15,scroll,/services/law-firm-management-system,6,4
2026-01-15,page_view,/portfolio,42,32
2026-01-15,scroll,/portfolio,20,15
2026-01-15,page_view,/blog/website-cost-nepal,31,21
2026-01-15,scroll,/blog/website-cost-nepal,14,11
2026-01-15,page_view,/contact,19,11
2026-01-15,scroll,/contact,5,2
2026-01-15,page_view,/about,9,7
2026-01-15,scroll,/about,2,1
2026-01-16,page_view,/,137,114
2026-01-16,scroll,/,58,42
2026-01-16,form_submit,/,1,1
2026-01-16,whatsapp_click,/,1,1
2026-01-16,page_view,/services/business-website,114,89
2026-01-16,scroll,/services/business-website,45,36
2026-01-16,whatsapp_click,/services/business-website,1,1
2026-01-16,page_view,/services/ecommerce-store,65,38
2026-01-16,scroll,/services/ecommerce-store,23,14
2026-01-16,page_view,/services/seo-digital-marketing,57,44
2026-01-16,scroll,/services/seo-digital-marketing,32,27
2026-01-16,page_view,/services/school-management-system,48,36
2026-01-16,scroll,/services/school-management-system,18,13
2026-01-16,page_view,/services/law-firm-management-system,39,34
2026-01-16,scroll,/services/law-firm-management-system,20,14
2026-01-16,page_view,/portfolio,55,40
2026-01-16,scroll,/portfolio,33,23
2026-01-16,page_view,/blog/website-cost-nepal,46,30
2026-01-16,scroll,/blog/website-cost-nepal,29,18
2026-01-16,page_view,/contact,22,14
2026-01-16,scroll,/contact,6,3
2026-01-16,page_view,/about,11,8
2026-01-16,scroll,/about,4,3
2026-01-17,page_view,/,77,63
2026-01-17,scroll,/,34,28
2026-01-17,page_view,/services/business-website,75,66
2026-01-17,scroll,/services/business-website,36,21
2026-01-17,page_view,/services/ecommerce-store,62,53
2026-01-17,scroll,/services/ecommerce-store,37,32
2026-01-17,page_view,/services/seo-digital-marketing,53,35
2026-01-17,scroll,/services/seo-digital-marketing,26,20
2026-01-17,page_view,/services/school-management-system,30,16
2026-01-17,scroll,/services/school-management-system,12,9
2026-01-17,page_view,/services/law-firm-management-system,14,9
2026-01-17,scroll,/services/law-firm-management-system,7,4
2026-01-17,page_view,/portfolio,29,21
2026-01-17,scroll,/portfolio,16,13
2026-01-17,page_view,/blog/website-cost-nepal,36,27
2026-01-17,scroll,/blog/website-cost-nepal,19,10
2026-01-17,page_view,/contact,14,8
2026-01-17,scroll,/contact,5,4
2026-01-17,page_view,/about,9,7
2026-01-17,scroll,/about,3,1
2026-01-18,page_view,/,98,64
2026-01-18,scroll,/,36,21
2026-01-18,page_view,/services/business-website,89,73
2026-01-18,scroll,/services/business-website,42,25
2026-01-18,whatsapp_click,/services/business-website,1,1
2026-01-18,page_view,/services/ecommerce-store,75,65
2026-01-18,scroll,/services/ecommerce-store,26,20
2026-01-18,page_view,/services/seo-digital-marketing,38,23
2026-01-18,scroll,/services/seo-digital-marketing,15,9
2026-01-18,page_view,/services/school-management-system,24,16
2026-01-18,scroll,/services/school-management-system,10,6
2026-01-18,page_view,/services/law-firm-management-system,17,9
2026-01-18,scroll,/services/law-firm-management-system,9,5
2026-01-18,page_view,/portfolio,25,19
2026-01-18,scroll,/portfolio,15,11
2026-01-18,page_view,/blog/website-cost-nepal,35,24
2026-01-18,scroll,/blog/website-cost-nepal,20,12
2026-01-18,page_view,/contact,16,11
2026-01-18,scroll,/contact,7,3
2026-01-18,page_view,/about,7,5
2026-01-18,scroll,/about,2,1
2026-01-19,page_view,/,152,116
2026-01-19,scroll,/,57,36
2026-01-19,whatsapp_click,/,1,1
2026-01-19,page_view,/services/business-website,114,69
2026-01-19,scroll,/services/business-website,46,33
2026-01-19,form_submit,/services/business-website,1,1
2026-01-19,whatsapp_click,/services/business-website,1,1
2026-01-19,page_view,/services/ecommerce-store,96,81
2026-01-19,scroll,/services/ecommerce-store,49,27
2026-01-19,form_submit,/services/ecommerce-store,1,1
2026-01-19,whatsapp_click,/services/ecommerce-store,1,1
2026-01-19,page_view,/services/seo-digital-marketing,50,32
2026-01-19,scroll,/services/seo-digital-marketing,21,15
2026-01-19,page_view,/services/school-management-system,33,25
2026-01-19,scroll,/services/school-management-system,19,14
2026-01-19,page_view,/services/law-firm-management-system,21,17
2026-01-19,scroll,/services/law-firm-management-system,11,8
2026-01-19,page_view,/portfolio,62,39
2026-01-19,scroll,/portfolio,36,20
2026-01-19,page_view,/blog/website-cost-nepal,31,23
2026-01-19,scroll,/blog/website-cost-nepal,12,8
2026-01-19,page_view,/contact,27,22
2026-01-19,scroll,/contact,13,10
2026-01-19,page_view,/about,14,11
2026-01-19,scroll,/about,4,2
2026-01-20,page_view,/,120,90
2026-01-20,scroll,/,59,39
2026-01-20,page_view,/services/business-website,87,62
2026-01-20,scroll,/services/business-website,40,34
2026-01-20,form_submit,/services/business-website,1,1
2026-01-20,page_view,/services/ecommerce-store,87,68
2026-01-20,scroll,/services/ecommerce-store,34,19
2026-01-20,page_view,/services/seo-digital-marketing,64,56
2026-01-20,scroll,/services/seo-digital-marketing,24,20
2026-01-20,page_view,/services/school-management-system,36,22
2026-01-20,scroll,/services/school-management-system,20,13
2026-01-20,page_view,/services/law-firm-management-system,35,25
2026-01-20,scroll,/services/law-firm-management-system,13,9
2026-01-20,page_view,/portfolio,61,39
2026-01-20,scroll,/portfolio,25,19
2026-01-20,page_view,/blog/website-cost-nepal,30,24
2026-01-20,scroll,/blog/website-cost-nepal,15,10
2026-01-20,page_view,/contact,23,20
2026-01-20,scroll,/contact,8,5
2026-01-20,page_view,/about,15,11
2026-01-20,scroll,/about,5,3
2026-01-21,page_view,/,136,82
2026-01-21,scroll,/,69,45
2026-01-21,page_view,/services/business-website,107,87
2026-01-21,scroll,/services/business-website,37,26
2026-01-21,whatsapp_click,/services/business-website,1,1
2026-01-21,page_view,/services/ecommerce-store,69,44
2026-01-21,scroll,/services/ecommerce-store,25,18
2026-01-21,page_view,/services/seo-digital-marketing,52,33
2026-01-21,scroll,/services/seo-digital-marketing,18,13
2026-01-21,page_view,/services/school-management-system,24,19
2026-01-21,scroll,/services/school-management-system,10,6
2026-01-21,page_view,/services/law-firm-management-system,25,15
2026-01-21,scroll,/services/law-firm-management-system,10,7
2026-01-21,page_view,/portfolio,60,35
2026-01-21,scroll,/portfolio,38,22
2026-01-21,page_view,/blog/website-cost-nepal,26,17
2026-01-21,scroll,/blog/website-cost-nepal,11,8
2026-01-21,page_view,/contact,13,9
2026-01-21,scroll,/contact,3,2
2026-01-21,page_view,/about,6,3
2026-01-21,scroll,/about,1,1
2026-01-22,page_view,/,122,70
2026-01-22,scroll,/,67,56
2026-01-22,form_submit,/,1,1
2026-01-22,page_view,/services/business-website,69,44
2026-01-22,scroll,/services/business-website,34,25
2026-01-22,page_view,/services/ecommerce-store,67,48
2026-01-22,scroll,/services/ecommerce-store,28,21
2026-01-22,page_view,/services/seo-digital-marketing,78,50
2026-01-22,scroll,/services/seo-digital-marketing,44,34
2026-01-22,page_view,/services/school-management-system,51,43
2026-01-22,scroll,/services/school-management-system,29,20
2026-01-22,page_view,/services/law-firm-management-system,38,24
2026-01-22,scroll,/services/law-firm-management-system,16,9
2026-01-22,page_view,/portfolio,36,23
2026-01-22,scroll,/portfolio,22,16
2026-01-22,page_view,/blog/website-cost-nepal,29,25
2026-01-22,scroll,/blog/website-cost-nepal,11,9
2026-01-22,page_view,/contact,28,22
2026-01-22,scroll,/contact,11,8
2026-01-22,page_view,/about,8,7
2026-01-22,scroll,/about,3,1
2026-01-23,page_view,/,115,70
2026-01-23,scroll,/,38,27
2026-01-23,page_view,/services/business-website,80,47
2026-01-23,scroll,/services/business-website,37,29
2026-01-23,whatsapp_click,/services/business-website,1,1
2026-01-23,page_view,/services/ecommerce-store,58,47
2026-01-23,scroll,/services/ecommerce-store,20,12
2026-01-23,whatsapp_click,/services/ecommerce-store,1,1
2026-01-23,page_view,/services/seo-digital-marketing,60,35
2026-01-23,scroll,/services/seo-digital-marketing,34,22
2026-01-23,page_view,/services/school-management-system,29,25
2026-01-23,scroll,/services/school-management-system,14,12
2026-01-23,page_view,/services/law-firm-management-system,41,31
2026-01-23,scroll,/services/law-firm-management-system,21,12
2026-01-23,page_view,/portfolio,34,22
2026-01-23,scroll,/portfolio,14,11
2026-01-23,page_view,/blog/website-cost-nepal,56,38
2026-01-23,scroll,/blog/website-cost-nepal,29,18
2026-01-23,page_view,/contact,19,15
2026-01-23,scroll,/contact,8,7
2026-01-23,page_view,/about,12,7
2026-01-23,scroll,/about,5,3
2026-01-24,page_view,/,93,59
2026-01-24,scroll,/,46,38
2026-01-24,page_view,/services/business-website,66,54
2026-01-24,scroll,/services/business-website,26,18
2026-01-24,page_view,/services/ecommerce-store,51,44
2026-01-24,scroll,/services/ecommerce-store,29,16
2026-01-24,page_view,/services/seo-digital-marketing,58,45
2026-01-24,scroll,/services/seo-digital-marketing,29,21
2026-01-24,page_view,/services/school-management-system,25,18
2026-01-24,scroll,/services/school-management-system,10,8
2026-01-24,page_view,/services/law-firm-management-system,22,14
2026-01-24,scroll,/services/law-firm-management-system,9,5
2026-01-24,page_view,/portfolio,35,28
2026-01-24,scroll,/portfolio,18,10
2026-01-24,page_view,/blog/website-cost-nepal,26,17
2026-01-24,scroll,/blog/website-cost-nepal,14,7
2026-01-24,page_view,/contact,14,12
2026-01-24,scroll,/contact,5,3
2026-01-24,page_view,/about,9,6
2026-01-24,scroll,/about,3,2
2026-01-25,page_view,/,77,59
2026-01-25,scroll,/,42,32
2026-01-25,page_view,/services/business-website,39,23
2026-01-25,scroll,/services/business-website,16,11
2026-01-25,page_view,/services/ecommerce-store,28,23
2026-01-25,scroll,/services/ecommerce-store,13,11
2026-01-25,page_view,/services/seo-digital-marketing,59,35
2026-01-25,scroll,/services/seo-digital-marketing,33,28
2026-01-25,page_view,/services/school-management-system,20,17
2026-01-25,scroll,/services/school-management-system,7,5
2026-01-25,page_view,/services/law-firm-management-system,23,20
2026-01-25,scroll,/services/law-firm-management-system,13,7
2026-01-25,page_view,/portfolio,23,17
2026-01-25,scroll,/portfolio,14,11
2026-01-25,page_view,/blog/website-cost-nepal,28,18
2026-01-25,scroll,/blog/website-cost-nepal,11,7
2026-01-25,page_view,/contact,10,8
2026-01-25,scroll,/contact,3,2
2026-01-25,page_view,/about,10,6
2026-01-25,scroll,/about,2,1
2026-01-26,page_view,/,137,80
2026-01-26,scroll,/,69,60
2026-01-26,page_view,/services/business-website,70,40
2026-01-26,scroll,/services/business-website,40,24
2026-01-26,whatsapp_click,/services/business-website,1,1
2026-01-26,page_view,/services/ecommerce-store,67,55
2026-01-26,scroll,/services/ecommerce-store,33,21
2026-01-26,page_view,/services/seo-digital-marketing,57,44
2026-01-26,scroll,/services/seo-digital-marketing,25,14
2026-01-26,page_view,/services/school-management-system,43,27
2026-01-26,scroll,/services/school-management-system,21,14
2026-01-26,page_view,/services/law-firm-management-system,34,25
2026-01-26,scroll,/services/law-firm-management-system,21,18
2026-01-26,page_view,/portfolio,41,28
2026-01-26,scroll,/portfolio,21,17
2026-01-26,page_view,/blog/website-cost-nepal,31,24
2026-01-26,scroll,/blog/website-cost-nepal,16,13
2026-01-26,page_view,/contact,20,15
2026-01-26,scroll,/contact,7,6
2026-01-26,page_view,/about,15,10
2026-01-26,scroll,/about,5,3
2026-01-27,page_view,/,182,100
2026-01-27,scroll,/,60,49
2026-01-27,form_submit,/,1,1
2026-01-27,whatsapp_click,/,1,1
2026-01-27,page_view,/services/business-website,75,63
2026-01-27,scroll,/services/business-website,41,24
2026-01-27,page_view,/services/ecommerce-store,56,33
2026-01-27,scroll,/services/ecommerce-store,34,21
2026-01-27,page_view,/services/seo-digital-marketing,50,31
2026-01-27,scroll,/services/seo-digital-marketing,17,11
2026-01-27,page_view,/services/school-management-system,51,45
2026-01-27,scroll,/services/school-management-system,26,20
2026-01-27,page_view,/services/law-firm-management-system,38,28
2026-01-27,scroll,/services/law-firm-management-system,20,13
2026-01-27,page_view,/portfolio,40,32
2026-01-27,scroll,/portfolio,23,17
2026-01-27,page_view,/blog/website-cost-nepal,27,17
2026-01-27,scroll,/blog/website-cost-nepal,13,10
2026-01-27,page_view,/contact,25,18
2026-01-27,scroll,/contact,8,6
2026-01-27,page_view,/about,10,6
2026-01-27,scroll,/about,3,2
2026-01-28,page_view,/,82,45
2026-01-28,scroll,/,39,30
2026-01-28,page_view,/services/business-website,105,84
2026-01-28,scroll,/services/business-website,49,40
2026-01-28,form_submit,/services/business-website,1,1
2026-01-28,whatsapp_click,/services/business-website,1,1
2026-01-28,page_view,/services/ecommerce-store,88,70
2026-01-28,scroll,/services/ecommerce-store,50,28
2026-01-28,form_submit,/services/ecommerce-store,1,1
2026-01-28,whatsapp_click,/services/ecommerce-store,1,1
2026-01-28,page_view,/services/seo-digital-marketing,100,60
2026-01-28,scroll,/services/seo-digital-marketing,39,34
2026-01-28,form_submit,/services/seo-digital-marketing,1,1
2026-01-28,page_view,/services/school-management-system,39,30
2026-01-28,scroll,/services/school-management-system,21,18
2026-01-28,page_view,/services/law-firm-management-system,29,25
2026-01-28,scroll,/services/law-firm-management-system,13,10
2026-01-28,page_view,/portfolio,54,33
2026-01-28,scroll,/portfolio,29,25
2026-01-28,page_view,/blog/website-cost-nepal,32,22
2026-01-28,scroll,/blog/website-cost-nepal,16,13
2026-01-28,page_view,/contact,32,20
2026-01-28,scroll,/contact,11,8
2026-01-28,page_view,/about,7,4
2026-01-28,scroll,/about,3,2
2026-01-29,page_view,/,88,75
2026-01-29,scroll,/,33,20
2026-01-29,page_view,/services/business-website,67,49
2026-01-29,scroll,/services/business-website,31,24
