Date,Month,Channel,Sessions,Users,Engaged Sessions,Engagement Rate,Key Events,Website Key Event CVR,CRM Leads,Lead Rate,MQLs,MQL Rate,SQLs,Customers,Lead-to-Customer Rate,Estimated Revenue,Cost,CPA,Revenue per Session,ROAS,Insight Tag
2026-01-05,2026-01,Paid Social,96,77,44,0.4583,3,0.0312,3,0.0312,2,0.6667,0,0,0.0,0.0,43.4,14.47,0.0,0.0,Baseline
2026-01-05,2026-01,Referral,28,23,17,0.6071,1,0.0357,1,0.0357,1,1.0,0,0,0.0,0.0,1.45,1.45,0.0,0.0,Baseline
2026-01-06,2026-01,Direct,43,31,25,0.5814,2,0.0465,1,0.0233,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-06,2026-01,Email,19,16,14,0.7368,1,0.0526,1,0.0526,0,0.0,0,0,0.0,0.0,1.77,1.77,0.0,0.0,Baseline
2026-01-06,2026-01,Organic Search,133,103,84,0.6316,3,0.0226,4,0.0301,2,0.5,0,0,0.0,0.0,21.73,5.43,0.0,0.0,SEO engagement strength
2026-01-06,2026-01,Paid Search,56,46,31,0.5536,3,0.0536,3,0.0536,2,0.6667,2,0,0.0,0.0,64.33,21.44,0.0,0.0,Baseline
2026-01-06,2026-01,Paid Social,79,66,34,0.4304,2,0.0253,2,0.0253,0,0.0,0,0,0.0,0.0,35.23,17.61,0.0,0.0,"High traffic, low lead efficiency"
2026-01-06,2026-01,Referral,28,22,14,0.5,1,0.0357,1,0.0357,1,1.0,0,0,0.0,0.0,1.48,1.48,0.0,0.0,Baseline
2026-01-07,2026-01,Direct,50,41,29,0.58,2,0.04,2,0.04,2,1.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-07,2026-01,Email,19,14,13,0.6842,1,0.0526,2,0.1053,1,0.5,1,1,0.5,758.29,1.57,0.79,39.91,482.99,"Small volume, high intent"
2026-01-07,2026-01,Organic Search,137,106,92,0.6715,2,0.0146,4,0.0292,1,0.25,0,0,0.0,0.0,25.97,6.49,0.0,0.0,SEO engagement strength
2026-01-07,2026-01,Paid Search,52,43,30,0.5769,3,0.0577,3,0.0577,1,0.3333,1,0,0.0,0.0,56.88,18.96,0.0,0.0,Baseline
2026-01-07,2026-01,Paid Social,81,67,38,0.4691,3,0.037,2,0.0247,0,0.0,0,0,0.0,0.0,37.62,18.81,0.0,0.0,"High traffic, low lead efficiency"
2026-01-07,2026-01,Referral,29,21,20,0.6897,0,0.0,1,0.0345,1,1.0,0,0,0.0,0.0,1.4,1.4,0.0,0.0,Baseline
2026-01-08,2026-01,Direct,53,38,29,0.5472,1,0.0189,2,0.0377,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-08,2026-01,Email,18,15,13,0.7222,1,0.0556,1,0.0556,1,1.0,0,0,0.0,0.0,1.59,1.59,0.0,0.0,Baseline
2026-01-08,2026-01,Organic Search,115,86,74,0.6435,6,0.0522,4,0.0348,2,0.5,0,0,0.0,0.0,22.11,5.53,0.0,0.0,SEO engagement strength
2026-01-08,2026-01,Paid Search,75,61,44,0.5867,5,0.0667,3,0.04,2,0.6667,0,0,0.0,0.0,91.29,30.43,0.0,0.0,Baseline
2026-01-08,2026-01,Paid Social,73,62,38,0.5205,3,0.0411,2,0.0274,0,0.0,0,0,0.0,0.0,27.92,13.96,0.0,0.0,"High traffic, low lead efficiency"
2026-01-08,2026-01,Referral,29,25,18,0.6207,1,0.0345,1,0.0345,0,0.0,0,0,0.0,0.0,1.47,1.47,0.0,0.0,Baseline
2026-01-09,2026-01,Direct,54,43,31,0.5741,1,0.0185,2,0.037,2,1.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-09,2026-01,Email,22,19,15,0.6818,1,0.0455,1,0.0455,0,0.0,0,0,0.0,0.0,1.83,1.83,0.0,0.0,Baseline
2026-01-09,2026-01,Organic Search,123,89,86,0.6992,5,0.0407,5,0.0407,3,0.6,2,0,0.0,0.0,23.59,4.72,0.0,0.0,SEO engagement strength
2026-01-09,2026-01,Paid Search,65,55,37,0.5692,4,0.0615,3,0.0462,1,0.3333,0,0,0.0,0.0,78.3,26.1,0.0,0.0,Baseline
2026-01-09,2026-01,Paid Social,85,69,36,0.4235,3,0.0353,2,0.0235,1,0.5,0,0,0.0,0.0,38.52,19.26,0.0,0.0,"High traffic, low lead efficiency"
2026-01-09,2026-01,Referral,26,20,15,0.5769,1,0.0385,1,0.0385,1,1.0,0,0,0.0,0.0,1.27,1.27,0.0,0.0,Baseline
2026-01-10,2026-01,Direct,33,28,19,0.5758,1,0.0303,1,0.0303,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-10,2026-01,Email,13,10,8,0.6154,0,0.0,1,0.0769,0,0.0,0,0,0.0,0.0,1.15,1.15,0.0,0.0,Baseline
2026-01-10,2026-01,Organic Search,83,72,57,0.6867,4,0.0482,3,0.0361,1,0.3333,1,0,0.0,0.0,14.33,4.78,0.0,0.0,SEO engagement strength
2026-01-10,2026-01,Paid Search,53,38,35,0.6604,3,0.0566,3,0.0566,1,0.3333,0,0,0.0,0.0,62.59,20.86,0.0,0.0,Baseline
2026-01-10,2026-01,Paid Social,64,51,31,0.4844,2,0.0312,2,0.0312,0,0.0,0,0,0.0,0.0,28.18,14.09,0.0,0.0,Baseline
2026-01-10,2026-01,Referral,18,13,11,0.6111,0,0.0,1,0.0556,0,0.0,0,0,0.0,0.0,0.97,0.97,0.0,0.0,Baseline
2026-01-11,2026-01,Direct,36,30,22,0.6111,1,0.0278,1,0.0278,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-11,2026-01,Email,16,13,12,0.75,1,0.0625,1,0.0625,1,1.0,0,0,0.0,0.0,1.52,1.52,0.0,0.0,Baseline
2026-01-11,2026-01,Organic Search,101,75,64,0.6337,3,0.0297,4,0.0396,1,0.25,0,0,0.0,0.0,20.16,5.04,0.0,0.0,SEO engagement strength
2026-01-11,2026-01,Paid Search,55,46,34,0.6182,2,0.0364,3,0.0545,1,0.3333,1,0,0.0,0.0,58.37,19.46,0.0,0.0,Baseline
2026-01-11,2026-01,Paid Social,54,45,23,0.4259,1,0.0185,2,0.037,0,0.0,0,0,0.0,0.0,20.85,10.43,0.0,0.0,Baseline
2026-01-11,2026-01,Referral,22,18,13,0.5909,0,0.0,1,0.0455,0,0.0,0,0,0.0,0.0,0.99,0.99,0.0,0.0,Baseline
2026-01-12,2026-01,Direct,54,43,35,0.6481,2,0.037,2,0.037,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-12,2026-01,Email,18,13,12,0.6667,1,0.0556,1,0.0556,1,1.0,1,0,0.0,0.0,1.63,1.63,0.0,0.0,Baseline
2026-01-12,2026-01,Organic Search,135,117,94,0.6963,9,0.0667,5,0.037,1,0.2,0,0,0.0,0.0,26.2,5.24,0.0,0.0,SEO engagement strength
2026-01-12,2026-01,Paid Search,67,55,42,0.6269,1,0.0149,3,0.0448,2,0.6667,0,0,0.0,0.0,76.44,25.48,0.0,0.0,Baseline
2026-01-12,2026-01,Paid Social,92,74,45,0.4891,2,0.0217,2,0.0217,0,0.0,0,0,0.0,0.0,38.82,19.41,0.0,0.0,"High traffic, low lead efficiency"
2026-01-12,2026-01,Referral,29,22,19,0.6552,1,0.0345,1,0.0345,1,1.0,0,0,0.0,0.0,1.58,1.58,0.0,0.0,Baseline
2026-01-13,2026-01,Direct,54,40,29,0.537,2,0.037,1,0.0185,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-13,2026-01,Email,19,15,14,0.7368,1,0.0526,1,0.0526,1,1.0,0,0,0.0,0.0,1.76,1.76,0.0,0.0,Baseline
2026-01-13,2026-01,Organic Search,119,101,73,0.6134,7,0.0588,5,0.042,3,0.6,1,0,0.0,0.0,19.49,3.9,0.0,0.0,SEO engagement strength
2026-01-13,2026-01,Paid Search,63,53,36,0.5714,4,0.0635,3,0.0476,2,0.6667,0,0,0.0,0.0,68.64,22.88,0.0,0.0,Baseline
2026-01-13,2026-01,Paid Social,91,67,49,0.5385,1,0.011,2,0.022,0,0.0,0,0,0.0,0.0,40.89,20.45,0.0,0.0,"High traffic, low lead efficiency"
2026-01-13,2026-01,Referral,25,20,15,0.6,0,0.0,1,0.04,1,1.0,0,0,0.0,0.0,1.16,1.16,0.0,0.0,Baseline
2026-01-14,2026-01,Direct,56,45,31,0.5536,2,0.0357,2,0.0357,1,0.5,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-14,2026-01,Email,22,16,17,0.7727,1,0.0455,2,0.0909,1,0.5,1,0,0.0,0.0,2.15,1.07,0.0,0.0,"Small volume, high intent"
2026-01-14,2026-01,Organic Search,149,114,97,0.651,5,0.0336,5,0.0336,3,0.6,1,0,0.0,0.0,26.0,5.2,0.0,0.0,SEO engagement strength
2026-01-14,2026-01,Paid Search,54,41,32,0.5926,2,0.037,3,0.0556,1,0.3333,0,0,0.0,0.0,60.8,20.27,0.0,0.0,Baseline
2026-01-14,2026-01,Paid Social,92,79,41,0.4457,3,0.0326,3,0.0326,0,0.0,0,0,0.0,0.0,41.93,13.98,0.0,0.0,Baseline
2026-01-14,2026-01,Referral,24,18,14,0.5833,0,0.0,1,0.0417,0,0.0,0,0,0.0,0.0,1.21,1.21,0.0,0.0,Baseline
2026-01-15,2026-01,Direct,52,43,31,0.5962,0,0.0,2,0.0385,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-15,2026-01,Email,17,12,12,0.7059,1,0.0588,1,0.0588,0,0.0,0,0,0.0,0.0,1.69,1.69,0.0,0.0,Baseline
2026-01-15,2026-01,Organic Search,105,86,69,0.6571,6,0.0571,4,0.0381,1,0.25,0,0,0.0,0.0,17.05,4.26,0.0,0.0,SEO engagement strength
2026-01-15,2026-01,Paid Search,56,41,33,0.5893,3,0.0536,3,0.0536,2,0.6667,1,0,0.0,0.0,64.71,21.57,0.0,0.0,Baseline
2026-01-15,2026-01,Paid Social,74,60,35,0.473,2,0.027,2,0.027,0,0.0,0,0,0.0,0.0,29.63,14.81,0.0,0.0,"High traffic, low lead efficiency"
2026-01-15,2026-01,Referral,26,22,16,0.6154,1,0.0385,1,0.0385,0,0.0,0,0,0.0,0.0,1.19,1.19,0.0,0.0,Baseline
2026-01-16,2026-01,Direct,49,37,24,0.4898,1,0.0204,1,0.0204,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-16,2026-01,Email,16,13,12,0.75,1,0.0625,1,0.0625,1,1.0,1,1,1.0,980.34,1.55,1.55,61.2713,632.48,Baseline
2026-01-16,2026-01,Organic Search,135,98,93,0.6889,5,0.037,5,0.037,3,0.6,0,0,0.0,0.0,22.93,4.59,0.0,0.0,SEO engagement strength
2026-01-16,2026-01,Paid Search,73,55,42,0.5753,4,0.0548,3,0.0411,1,0.3333,0,0,0.0,0.0,90.13,30.04,0.0,0.0,Baseline
2026-01-16,2026-01,Paid Social,100,81,50,0.5,2,0.02,2,0.02,1,0.5,0,0,0.0,0.0,40.1,20.05,0.0,0.0,"High traffic, low lead efficiency"
2026-01-16,2026-01,Referral,28,21,18,0.6429,1,0.0357,1,0.0357,1,1.0,1,0,0.0,0.0,1.32,1.32,0.0,0.0,Baseline
2026-01-17,2026-01,Direct,43,35,30,0.6977,1,0.0233,3,0.0698,3,1.0,2,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-17,2026-01,Email,13,10,10,0.7692,0,0.0,1,0.0769,0,0.0,0,0,0.0,0.0,1.3,1.3,0.0,0.0,Baseline
2026-01-17,2026-01,Organic Search,103,75,64,0.6214,4,0.0388,4,0.0388,2,0.5,1,0,0.0,0.0,20.16,5.04,0.0,0.0,SEO engagement strength
2026-01-17,2026-01,Paid Search,56,40,33,0.5893,3,0.0536,2,0.0357,2,1.0,1,0,0.0,0.0,62.43,31.21,0.0,0.0,Baseline
2026-01-17,2026-01,Paid Social,65,48,31,0.4769,2,0.0308,2,0.0308,0,0.0,0,0,0.0,0.0,26.06,13.03,0.0,0.0,Baseline
2026-01-17,2026-01,Referral,18,13,12,0.6667,0,0.0,0,0.0,0,0,0,0,0,0,0.95,,0.0,0.0,Baseline
2026-01-18,2026-01,Direct,39,28,18,0.4615,2,0.0513,1,0.0256,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-18,2026-01,Email,15,12,10,0.6667,1,0.0667,1,0.0667,0,0.0,0,0,0.0,0.0,1.3,1.3,0.0,0.0,Baseline
2026-01-18,2026-01,Organic Search,95,73,67,0.7053,4,0.0421,3,0.0316,2,0.6667,0,0,0.0,0.0,16.45,5.48,0.0,0.0,SEO engagement strength
2026-01-18,2026-01,Paid Search,44,35,29,0.6591,2,0.0455,2,0.0455,2,1.0,1,0,0.0,0.0,45.86,22.93,0.0,0.0,Baseline
2026-01-18,2026-01,Paid Social,56,47,23,0.4107,1,0.0179,1,0.0179,0,0.0,0,0,0.0,0.0,21.87,21.87,0.0,0.0,Baseline
2026-01-18,2026-01,Referral,18,13,10,0.5556,0,0.0,1,0.0556,0,0.0,0,0,0.0,0.0,0.98,0.98,0.0,0.0,Baseline
2026-01-19,2026-01,Direct,52,44,31,0.5962,1,0.0192,3,0.0577,2,0.6667,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-19,2026-01,Email,16,12,12,0.75,1,0.0625,1,0.0625,1,1.0,0,0,0.0,0.0,1.55,1.55,0.0,0.0,Baseline
2026-01-19,2026-01,Organic Search,127,100,83,0.6535,7,0.0551,5,0.0394,4,0.8,2,0,0.0,0.0,24.25,4.85,0.0,0.0,SEO engagement strength
2026-01-19,2026-01,Paid Search,61,49,37,0.6066,3,0.0492,3,0.0492,1,0.3333,0,0,0.0,0.0,64.88,21.63,0.0,0.0,Baseline
2026-01-19,2026-01,Paid Social,99,72,38,0.3838,2,0.0202,2,0.0202,1,0.5,1,0,0.0,0.0,42.21,21.11,0.0,0.0,"High traffic, low lead efficiency"
2026-01-19,2026-01,Referral,24,17,14,0.5833,0,0.0,1,0.0417,0,0.0,0,0,0.0,0.0,1.1,1.1,0.0,0.0,Baseline
2026-01-20,2026-01,Direct,49,40,29,0.5918,1,0.0204,2,0.0408,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-20,2026-01,Email,63,51,46,0.7302,6,0.0952,4,0.0635,3,0.75,1,0,0.0,0.0,5.88,1.47,0.0,0.0,"Small volume, high intent"
2026-01-20,2026-01,Organic Search,110,93,73,0.6636,5,0.0455,4,0.0364,1,0.25,1,0,0.0,0.0,18.17,4.54,0.0,0.0,SEO engagement strength
2026-01-20,2026-01,Paid Search,55,40,35,0.6364,3,0.0545,3,0.0545,1,0.3333,1,0,0.0,0.0,59.79,19.93,0.0,0.0,Baseline
2026-01-20,2026-01,Paid Social,75,59,30,0.4,3,0.04,2,0.0267,0,0.0,0,0,0.0,0.0,33.32,16.66,0.0,0.0,"High traffic, low lead efficiency"
2026-01-20,2026-01,Referral,26,19,17,0.6538,1,0.0385,1,0.0385,0,0.0,0,0,0.0,0.0,1.42,1.42,0.0,0.0,Baseline
2026-01-21,2026-01,Direct,42,34,24,0.5714,1,0.0238,2,0.0476,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-21,2026-01,Email,22,18,15,0.6818,1,0.0455,2,0.0909,2,1.0,0,0,0.0,0.0,2.17,1.08,0.0,0.0,"Small volume, high intent"
2026-01-21,2026-01,Organic Search,136,102,94,0.6912,8,0.0588,5,0.0368,2,0.4,1,0,0.0,0.0,25.68,5.14,0.0,0.0,SEO engagement strength
2026-01-21,2026-01,Paid Search,76,59,49,0.6447,3,0.0395,4,0.0526,4,1.0,1,0,0.0,0.0,91.48,22.87,0.0,0.0,Strong conversion candidate
2026-01-21,2026-01,Paid Social,71,60,32,0.4507,3,0.0423,2,0.0282,0,0.0,0,0,0.0,0.0,27.41,13.71,0.0,0.0,"High traffic, low lead efficiency"
2026-01-21,2026-01,Referral,22,17,13,0.5909,1,0.0455,1,0.0455,1,1.0,0,0,0.0,0.0,1.17,1.17,0.0,0.0,Baseline
2026-01-22,2026-01,Direct,58,42,31,0.5345,1,0.0172,2,0.0345,1,0.5,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-22,2026-01,Email,18,13,12,0.6667,1,0.0556,2,0.1111,1,0.5,1,0,0.0,0.0,1.67,0.83,0.0,0.0,"Small volume, high intent"
2026-01-22,2026-01,Organic Search,120,93,75,0.625,3,0.025,5,0.0417,3,0.6,1,0,0.0,0.0,22.11,4.42,0.0,0.0,SEO engagement strength
2026-01-22,2026-01,Paid Search,64,50,38,0.5938,3,0.0469,3,0.0469,1,0.3333,0,0,0.0,0.0,82.07,27.36,0.0,0.0,Baseline
2026-01-22,2026-01,Paid Social,68,55,28,0.4118,2,0.0294,2,0.0294,0,0.0,0,0,0.0,0.0,28.1,14.05,0.0,0.0,Baseline
2026-01-22,2026-01,Referral,28,22,18,0.6429,1,0.0357,1,0.0357,0,0.0,0,0,0.0,0.0,1.51,1.51,0.0,0.0,Baseline
2026-01-23,2026-01,Direct,59,50,31,0.5254,2,0.0339,2,0.0339,1,0.5,1,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-23,2026-01,Email,18,14,13,0.7222,1,0.0556,1,0.0556,1,1.0,0,0,0.0,0.0,1.55,1.55,0.0,0.0,Baseline
2026-01-23,2026-01,Organic Search,137,118,90,0.6569,7,0.0511,5,0.0365,3,0.6,0,0,0.0,0.0,25.95,5.19,0.0,0.0,SEO engagement strength
2026-01-23,2026-01,Paid Search,69,57,44,0.6377,4,0.058,3,0.0435,1,0.3333,1,1,0.3333,454.12,77.23,25.74,6.5814,5.88,Baseline
2026-01-23,2026-01,Paid Social,82,63,36,0.439,2,0.0244,2,0.0244,1,0.5,1,0,0.0,0.0,34.82,17.41,0.0,0.0,"High traffic, low lead efficiency"
2026-01-23,2026-01,Referral,29,25,18,0.6207,0,0.0,1,0.0345,1,1.0,0,0,0.0,0.0,1.39,1.39,0.0,0.0,Baseline
2026-01-24,2026-01,Direct,42,36,24,0.5714,1,0.0238,1,0.0238,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-24,2026-01,Email,13,9,9,0.6923,0,0.0,2,0.1538,0,0.0,0,0,0.0,0.0,1.23,0.61,0.0,0.0,"Small volume, high intent"
2026-01-24,2026-01,Organic Search,115,94,72,0.6261,3,0.0261,4,0.0348,1,0.25,0,0,0.0,0.0,19.54,4.88,0.0,0.0,SEO engagement strength
2026-01-24,2026-01,Paid Search,40,31,23,0.575,3,0.075,2,0.05,1,0.5,0,0,0.0,0.0,45.01,22.5,0.0,0.0,Baseline
2026-01-24,2026-01,Paid Social,55,47,26,0.4727,1,0.0182,2,0.0364,1,0.5,0,0,0.0,0.0,21.94,10.97,0.0,0.0,Baseline
2026-01-24,2026-01,Referral,23,16,13,0.5652,1,0.0435,1,0.0435,0,0.0,0,0,0.0,0.0,1.15,1.15,0.0,0.0,Baseline
2026-01-25,2026-01,Direct,31,22,17,0.5484,1,0.0323,1,0.0323,1,1.0,1,1,1.0,507.43,0.0,0.0,16.3687,,Baseline
2026-01-25,2026-01,Email,12,9,8,0.6667,1,0.0833,1,0.0833,1,1.0,1,0,0.0,0.0,1.05,1.05,0.0,0.0,Baseline
2026-01-25,2026-01,Organic Search,94,70,57,0.6064,4,0.0426,3,0.0319,2,0.6667,0,0,0.0,0.0,18.88,6.29,0.0,0.0,SEO engagement strength
2026-01-25,2026-01,Paid Search,44,32,29,0.6591,3,0.0682,2,0.0455,2,1.0,1,1,0.5,727.23,47.56,23.78,16.528,15.29,Baseline
2026-01-25,2026-01,Paid Social,52,40,27,0.5192,1,0.0192,1,0.0192,0,0.0,0,0,0.0,0.0,23.63,23.63,0.0,0.0,Baseline
2026-01-25,2026-01,Referral,18,14,11,0.6111,0,0.0,1,0.0556,1,1.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,Baseline
2026-01-26,2026-01,Direct,57,44,32,0.5614,1,0.0175,2,0.0351,2,1.0,1,1,0.5,420.26,0.0,0.0,7.373,,Baseline
2026-01-26,2026-01,Email,19,16,14,0.7368,1,0.0526,2,0.1053,2,1.0,0,0,0.0,0.0,1.72,0.86,0.0,0.0,"Small volume, high intent"
2026-01-26,2026-01,Organic Search,120,105,79,0.6583,6,0.05,4,0.0333,1,0.25,1,0,0.0,0.0,19.7,4.92,0.0,0.0,SEO engagement strength
2026-01-26,2026-01,Paid Search,56,42,31,0.5536,2,0.0357,3,0.0536,2,0.6667,0,0,0.0,0.0,67.8,22.6,0.0,0.0,Baseline
2026-01-26,2026-01,Paid Social,87,67,47,0.5402,3,0.0345,3,0.0345,1,0.3333,1,0,0.0,0.0,39.23,13.08,0.0,0.0,Baseline
2026-01-26,2026-01,Referral,23,18,15,0.6522,0,0.0,0,0.0,0,0,0,0,0,0,1.08,,0.0,0.0,Baseline
2026-01-27,2026-01,Direct,50,38,27,0.54,1,0.02,1,0.02,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-27,2026-01,Email,16,13,11,0.6875,1,0.0625,1,0.0625,0,0.0,0,0,0.0,0.0,1.6,1.6,0.0,0.0,Baseline
2026-01-27,2026-01,Organic Search,120,103,80,0.6667,4,0.0333,5,0.0417,2,0.4,1,0,0.0,0.0,24.16,4.83,0.0,0.0,SEO engagement strength
2026-01-27,2026-01,Paid Search,77,56,47,0.6104,4,0.0519,4,0.0519,4,1.0,0,0,0.0,0.0,88.7,22.18,0.0,0.0,Strong conversion candidate
2026-01-27,2026-01,Paid Social,88,72,46,0.5227,3,0.0341,3,0.0341,1,0.3333,0,0,0.0,0.0,33.57,11.19,0.0,0.0,Baseline
2026-01-27,2026-01,Referral,23,19,14,0.6087,0,0.0,2,0.087,0,0.0,0,0,0.0,0.0,1.17,0.58,0.0,0.0,Baseline
2026-01-28,2026-01,Direct,56,45,30,0.5357,2,0.0357,2,0.0357,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-28,2026-01,Email,16,12,11,0.6875,0,0.0,1,0.0625,0,0.0,0,0,0.0,0.0,1.59,1.59,0.0,0.0,Baseline
2026-01-28,2026-01,Organic Search,132,97,90,0.6818,6,0.0455,5,0.0379,2,0.4,0,0,0.0,0.0,26.52,5.3,0.0,0.0,SEO engagement strength
2026-01-28,2026-01,Paid Search,62,53,36,0.5806,3,0.0484,3,0.0484,2,0.6667,1,0,0.0,0.0,66.13,22.04,0.0,0.0,Baseline
2026-01-28,2026-01,Paid Social,78,63,36,0.4615,2,0.0256,3,0.0385,0,0.0,0,0,0.0,0.0,33.68,11.23,0.0,0.0,Baseline
